"Number pokemon 1","Attack pokemon 1","Defense pokemon 1","Generation pokemon 1","HP pokemon 1","Legendary pokemon 1","Name pokemon 1","Sp. Atk pokemon 1","Sp. Def pokemon 1","Speed pokemon 1","Type 1 pokemon 1","Type 2 pokemon 1","Number pokemon 2","Winning pokemon"
684,74,50,5,59,False,Golett,35,50,35,Ground,Ghost,476,476
275,85,65,3,70,False,Sceptile,105,85,120,Grass,,306,275
206,70,55,2,55,False,Aipom,40,55,85,Normal,,539,206
624,30,85,5,38,False,Yamask,55,65,30,Ghost,,162,162
406,30,55,3,43,False,Luvdisc,40,65,97,Water,,162,406
239,50,40,2,50,False,Swinub,30,30,50,Ice,Ground,700,700
38,57,40,1,46,False,Nidoran♂,40,40,50,Poison,,343,343
402,64,85,3,35,False,Clamperl,74,55,32,Water,,215,402
278,85,60,3,60,False,Combusken,85,60,55,Fire,Fighting,551,551
184,90,80,2,85,False,Crobat,70,80,130,Poison,Flying,41,184
98,65,100,1,30,False,Shellder,45,25,40,Water,,276,276
314,160,100,3,150,False,Slaking,95,65,100,Normal,,116,314
682,125,60,5,65,False,Mienshao,95,60,105,Fighting,,163,163
788,100,122,6,85,False,"Gourgeist Super Size",58,75,54,Ghost,Grass,407,788
560,123,65,5,110,False,Emboar,100,65,65,Fire,Fighting,646,646
464,80,102,4,70,False,Vespiquen,80,102,40,Bug,Flying,758,758
152,80,90,1,30,False,Kabuto,55,45,55,Rock,Water,138,138
734,22,60,6,45,False,Spewpa,27,30,29,Bug,,267,267
244,55,45,2,45,False,Delibird,65,45,75,Ice,Flying,424,424
449,65,34,4,45,False,Shinx,40,34,45,Electric,,619,619
265,75,115,2,100,True,Suicune,90,115,85,Water,,616,616
719,61,65,6,56,False,Chespin,48,45,38,Grass,,103,103
139,100,95,1,75,False,Tauros,40,70,110,Normal,,757,139
290,35,55,3,50,False,Silcoon,25,25,15,Bug,,337,337
541,120,120,4,100,True,Dialga,150,100,90,Steel,Dragon,708,708
231,10,230,2,20,False,Shuckle,10,230,5,Bug,Rock,620,620
462,94,50,4,70,False,Mothim,94,50,66,Bug,Flying,704,704
524,95,125,4,75,False,Gliscor,45,75,95,Ground,Flying,658,658
650,75,45,5,50,False,Karrablast,40,45,60,Bug,,158,158
751,150,50,6,60,False,"Aegislash Blade Forme",150,50,60,Steel,Ghost,252,252
683,120,90,5,77,False,Druddigon,60,90,48,Dragon,,56,683
260,75,37,2,45,False,Magby,70,55,83,Fire,,388,260
124,95,80,1,105,False,Kangaskhan,40,80,90,Normal,,39,124
346,43,53,3,70,False,Gulpin,43,53,40,Poison,,405,405
552,103,75,4,100,True,"Shaymin Sky Forme",120,75,127,Grass,Flying,172,552
327,75,75,3,50,False,Sableye,65,65,50,Dark,Ghost,376,376
555,45,55,5,45,False,Snivy,45,55,63,Grass,,308,308
193,75,70,2,65,False,Xatu,95,70,95,Psychic,Flying,170,193
411,55,80,3,40,False,Beldum,35,60,30,Steel,Psychic,191,191
214,85,42,2,60,False,Murkrow,85,42,91,Dark,Flying,695,214
142,155,109,1,95,False,"Mega Gyarados",70,130,81,Water,Dark,539,142
720,78,95,6,61,False,Quilladin,56,58,57,Grass,,191,720
501,112,118,4,108,False,Hippowdon,68,72,47,Ground,,696,696
276,110,75,3,70,False,"Mega Sceptile",145,85,145,Grass,Dragon,740,276
272,100,100,2,100,False,Celebi,100,100,100,Psychic,Grass,448,272
356,85,140,3,70,False,Torkoal,85,70,20,Fire,,673,673
635,95,60,5,75,False,Cinccino,65,60,115,Normal,,653,635
299,100,60,3,90,False,Shiftry,90,60,80,Grass,Dark,266,299
657,47,50,5,50,False,Joltik,57,50,65,Bug,Electric,649,649
104,45,160,1,35,False,Onix,30,45,70,Rock,Ground,124,124
83,120,130,1,80,False,Golem,55,65,45,Rock,Ground,133,133
773,58,57,6,67,False,Dedenne,81,67,101,Electric,Fairy,109,773
377,70,105,3,60,False,Claydol,70,120,75,Ground,Psychic,428,428
151,60,125,1,70,False,Omastar,115,70,55,Rock,Water,622,622
566,60,45,5,45,False,Lillipup,25,45,55,Normal,,519,519
53,95,80,1,60,False,Parasect,60,80,30,Bug,Grass,524,524
392,50,70,3,65,False,Chimecho,95,80,65,Psychic,,797,797
594,105,85,5,85,False,Gurdurr,40,50,40,Fighting,,711,711
773,58,57,6,67,False,Dedenne,81,67,101,Electric,Fairy,330,773
79,40,35,1,40,False,Tentacool,50,100,70,Water,Poison,673,79
490,65,45,4,76,False,Chatot,92,42,91,Normal,Flying,308,490
573,53,48,5,50,False,Pansear,53,48,64,Fire,,61,61
76,75,35,1,50,False,Bellsprout,70,30,40,Grass,Poison,174,174
152,80,90,1,30,False,Kabuto,55,45,55,Rock,Water,575,575
785,90,122,6,65,False,"Gourgeist Average Size",58,75,84,Ghost,Grass,354,785
495,170,115,4,108,False,"Mega Garchomp",120,95,92,Dragon,Ground,603,603
756,80,86,6,82,False,Slurpuff,85,75,72,Fairy,,571,756
71,50,45,1,55,False,Alakazam,135,95,120,Psychic,,299,71
697,105,90,5,92,False,Hydreigon,125,90,98,Dark,Dragon,442,697
386,75,35,3,44,False,Shuppet,63,33,45,Ghost,,79,79
23,80,75,1,83,False,Pidgeot,70,70,101,Normal,Flying,345,23
198,80,95,2,75,False,Bellossom,90,100,50,Grass,,538,538
777,100,70,6,90,False,Goodra,110,150,80,Dragon,,93,93
224,85,200,2,75,False,Steelix,55,65,30,Steel,Ground,32,32
239,50,40,2,50,False,Swinub,30,30,50,Ice,Ground,142,142
425,180,160,3,100,True,"Primal Groudon",150,90,90,Ground,Fire,320,425
65,110,80,1,90,False,Arcanine,100,80,95,Fire,,155,155
729,56,77,6,85,False,Diggersby,50,77,78,Normal,Ground,147,147
157,85,100,1,90,True,Articuno,95,125,85,Ice,Flying,172,172
379,81,97,3,86,False,Cradily,81,107,43,Rock,Grass,445,379
134,50,35,1,65,False,Jynx,115,95,95,Ice,Psychic,242,134
150,40,100,1,35,False,Omanyte,90,55,35,Rock,Water,57,57
253,80,90,2,85,False,Porygon2,105,95,60,Normal,,222,253
240,100,80,2,100,False,Piloswine,60,60,50,Ice,Ground,355,240
596,50,40,5,50,False,Tympole,50,40,64,Water,,258,258
564,55,39,5,45,False,Patrat,35,39,42,Normal,,266,564
194,40,40,2,55,False,Mareep,65,45,35,Electric,,586,194
478,60,60,4,60,False,Mismagius,105,105,105,Ghost,,630,478
224,85,200,2,75,False,Steelix,55,65,30,Steel,Ground,43,43
787,95,122,6,75,False,"Gourgeist Large Size",58,75,69,Ghost,Grass,189,189
747,48,76,6,74,False,"Meowstic Male",83,81,104,Psychic,,603,747
245,40,70,2,65,False,Mantine,80,140,70,Water,Flying,664,245
178,30,30,2,60,False,Hoothoot,36,56,50,Normal,Flying,170,170
526,80,70,4,85,False,Porygon-Z,135,75,90,Normal,,783,783
96,80,50,1,80,False,Grimer,40,50,25,Poison,,579,579
786,85,122,6,55,False,"Gourgeist Small Size",58,75,99,Ghost,Grass,317,786
526,80,70,4,85,False,Porygon-Z,135,75,90,Normal,,315,526
530,100,135,4,45,False,Dusknoir,65,135,45,Ghost,,632,632
699,60,65,5,85,False,Volcarona,135,105,100,Bug,Fire,27,699
798,110,60,6,80,True,"Hoopa Confined",150,130,70,Psychic,Ghost,657,798
450,85,49,4,60,False,Luxio,60,49,60,Electric,,56,56
563,100,85,5,95,False,Samurott,108,70,70,Water,,423,423
261,80,105,2,95,False,Miltank,40,70,100,Normal,,242,261
657,47,50,5,50,False,Joltik,57,50,65,Bug,Electric,351,657
643,87,63,5,75,False,Swanna,87,63,98,Water,Flying,219,643
383,60,79,3,95,False,Milotic,100,125,81,Water,,158,158
316,90,45,3,61,False,Ninjask,50,50,160,Bug,Flying,590,316
135,83,57,1,65,False,Electabuzz,95,85,105,Electric,,161,135
99,95,180,1,50,False,Cloyster,85,45,70,Water,Ice,620,99
41,45,48,1,70,False,Clefairy,60,65,35,Fairy,,577,41
698,85,55,5,55,False,Larvesta,50,55,60,Bug,Fire,309,309
744,124,78,6,95,False,Pangoro,69,71,58,Fighting,Dark,219,744
9,104,78,1,78,False,"Mega Charizard Y",159,115,100,Fire,Flying,82,9
675,70,40,5,55,False,Cubchoo,60,40,40,Ice,,300,300
760,105,115,6,72,False,Barbaracle,54,86,68,Rock,Water,32,32
683,120,90,5,77,False,Druddigon,60,90,48,Dragon,,450,450
24,80,80,1,83,False,"Mega Pidgeot",135,80,121,Normal,Flying,444,24
250,95,95,2,75,False,Kingdra,95,95,85,Water,Dragon,584,250
516,140,130,4,115,False,Rhyperior,55,55,40,Ground,Rock,316,516
754,72,72,6,101,False,Aromatisse,99,89,29,Fairy,,232,232
576,98,63,5,75,False,Simipour,98,63,101,Water,,464,576
593,80,55,5,75,False,Timburr,25,35,35,Fighting,,295,295
43,41,40,1,38,False,Vulpix,50,65,65,Fire,,269,269
487,80,95,4,50,False,Bonsly,10,45,10,Rock,,103,103
654,40,50,5,55,False,Frillish,65,85,40,Water,Ghost,152,152
86,65,65,1,90,False,Slowpoke,40,40,15,Water,Psychic,406,86
100,35,30,1,30,False,Gastly,100,35,80,Ghost,Poison,424,424
372,48,43,3,50,False,Barboach,46,41,60,Water,Ground,463,463
653,85,70,5,114,False,Amoonguss,85,80,30,Grass,Poison,340,653
42,70,73,1,95,False,Clefable,95,90,60,Fairy,,779,42
776,75,53,6,68,False,Sliggoo,83,113,60,Dragon,,281,776
135,83,57,1,65,False,Electabuzz,95,85,105,Electric,,689,135
591,60,86,5,103,False,Audino,60,86,50,Normal,,214,214
151,60,125,1,70,False,Omastar,115,70,55,Rock,Water,339,339
117,55,75,1,90,False,Lickitung,60,75,30,Normal,,619,619
340,75,80,3,70,False,"Mega Manectric",135,80,135,Electric,,362,362
169,82,100,2,80,False,Meganium,83,100,80,Grass,,338,169
86,65,65,1,90,False,Slowpoke,40,40,15,Water,Psychic,355,355
181,35,50,2,55,False,Ledian,55,110,85,Bug,Flying,774,181
431,70,160,3,50,True,"Deoxys Defense Forme",70,160,90,Psychic,,314,314
775,50,35,6,45,False,Goomy,55,75,40,Dragon,,127,127
368,115,60,3,73,False,Zangoose,60,60,90,Normal,,577,368
77,90,50,1,65,False,Weepinbell,85,45,55,Grass,Poison,290,77
663,100,115,5,60,False,Klinklang,70,85,90,Steel,,121,121
75,130,80,1,90,False,Machamp,65,85,55,Fighting,,400,75
131,75,85,1,60,False,Starmie,100,85,115,Water,Psychic,723,131
100,35,30,1,30,False,Gastly,100,35,80,Ghost,Poison,220,220
365,40,60,3,45,False,Swablu,40,75,50,Normal,Flying,540,540
775,50,35,6,45,False,Goomy,55,75,40,Dragon,,672,672
724,69,72,6,75,False,Delphox,114,100,104,Fire,Psychic,139,139
783,66,70,6,54,False,"Pumpkaboo Large Size",44,55,46,Ghost,Grass,597,597
591,60,86,5,103,False,Audino,60,86,50,Normal,,679,679
576,98,63,5,75,False,Simipour,98,63,101,Water,,601,576
174,80,80,2,65,False,Croconaw,59,63,58,Water,,779,174
567,80,65,5,65,False,Herdier,35,65,60,Normal,,212,212
509,20,50,4,45,False,Mantyke,60,120,50,Water,Flying,411,509
428,100,100,3,100,True,Jirachi,100,100,100,Steel,Psychic,342,428
323,20,40,3,50,False,Azurill,20,40,20,Normal,Fairy,551,551
289,45,35,3,45,False,Wurmple,20,30,20,Bug,,586,586
30,85,69,1,60,False,Arbok,65,79,80,Poison,,623,623
423,150,90,3,100,True,"Primal Kyogre",180,160,90,Water,,742,423
342,40,50,3,60,False,Minun,75,85,95,Electric,,512,512
304,25,25,3,28,False,Ralts,45,35,40,Psychic,Fairy,351,351
591,60,86,5,103,False,Audino,60,86,50,Normal,,564,591
320,91,63,3,104,False,Exploud,91,73,68,Normal,,24,24
689,83,50,5,70,False,Rufflet,37,50,60,Normal,Flying,797,797
364,115,60,3,70,False,Cacturne,115,60,55,Grass,Dark,286,286
292,35,55,3,50,False,Cascoon,25,25,15,Bug,,26,26
466,65,35,4,55,False,Buizel,60,30,85,Water,,747,747
755,48,66,6,62,False,Swirlix,59,57,49,Fairy,,585,755
486,89,116,4,67,False,Bronzong,79,116,33,Steel,Psychic,664,664
25,56,35,1,30,False,Rattata,25,35,72,Normal,,621,25
145,55,50,1,55,False,Eevee,45,65,55,Normal,,248,248
91,65,55,1,52,False,Farfetch'd,58,62,60,Normal,Flying,317,91
460,79,105,4,60,False,"Wormadam Sandy Cloak",59,85,36,Bug,Ground,162,162
48,80,70,1,75,False,Golbat,65,75,90,Poison,Flying,69,69
53,95,80,1,60,False,Parasect,60,80,30,Bug,Grass,111,111
662,80,95,5,60,False,Klang,70,85,50,Steel,,200,200
495,170,115,4,108,False,"Mega Garchomp",120,95,92,Dragon,Ground,612,495
122,5,5,1,250,False,Chansey,35,105,50,Normal,,538,538
740,65,68,6,78,False,Florges,112,154,75,Fairy,,194,740
369,100,60,3,73,False,Seviper,100,60,65,Poison,,541,541
64,70,45,1,55,False,Growlithe,70,50,60,Fire,,624,64
620,95,125,5,70,False,Crustle,65,75,45,Bug,Rock,1,1
477,136,94,4,65,False,"Mega Lopunny",54,96,135,Normal,Fighting,60,477
32,90,55,1,60,False,Raichu,90,80,110,Electric,,486,32
496,85,40,4,135,False,Munchlax,40,85,5,Normal,,726,496
70,35,30,1,40,False,Kadabra,120,70,105,Psychic,,662,662
555,45,55,5,45,False,Snivy,45,55,63,Grass,,169,169
795,100,121,6,108,True,"Zygarde Half Forme",81,95,95,Dragon,Ground,746,795
537,65,107,4,50,False,"Mow Rotom",105,107,86,Electric,Grass,770,537
468,35,45,4,45,False,Cherubi,62,53,35,Grass,,277,277
281,70,50,3,50,False,Mudkip,50,50,40,Water,,488,488
690,123,75,5,100,False,Braviary,57,75,80,Normal,Flying,594,690
216,60,60,2,60,False,Misdreavus,85,85,85,Ghost,,13,216
200,50,80,2,100,False,Azumarill,60,80,50,Water,Fairy,684,200
324,45,135,3,30,False,Nosepass,45,90,30,Rock,,27,27
682,125,60,5,65,False,Mienshao,95,60,105,Fighting,,77,682
585,105,105,5,70,False,Boldore,50,40,20,Rock,,793,793
392,50,70,3,65,False,Chimecho,95,80,65,Psychic,,580,580
296,70,70,3,80,False,Ludicolo,90,100,70,Water,Grass,660,660
610,60,75,5,70,False,Lilligant,110,75,90,Grass,,378,610
116,105,79,1,50,False,Hitmonchan,35,110,76,Fighting,,570,570
233,185,115,2,80,False,"Mega Heracross",40,105,75,Bug,Fighting,53,233
311,130,80,3,60,False,Breloom,60,60,70,Grass,Fighting,531,531
38,57,40,1,46,False,Nidoran♂,40,40,50,Poison,,140,38
222,70,70,2,100,False,Dunsparce,65,65,45,Normal,,135,135
798,110,60,6,80,True,"Hoopa Confined",150,130,70,Psychic,Ghost,458,458
733,35,40,6,38,False,Scatterbug,27,25,35,Bug,,759,759
370,55,65,3,70,False,Lunatone,95,85,70,Rock,Psychic,494,494
592,60,126,5,103,False,"Mega Audino",80,126,50,Normal,Fairy,563,563
579,55,50,5,50,False,Pidove,36,30,43,Normal,Flying,440,440
629,140,65,5,75,False,Archeops,112,65,110,Rock,Flying,47,629
637,45,70,5,60,False,Gothorita,75,85,55,Psychic,,201,637
527,125,65,4,68,False,Gallade,65,115,80,Psychic,Fighting,336,336
508,69,76,4,69,False,Lumineon,69,86,91,Water,,284,508
697,105,90,5,92,False,Hydreigon,125,90,98,Dark,Dragon,380,697
536,65,107,4,50,False,"Fan Rotom",105,107,86,Electric,Flying,35,536
191,40,85,2,55,False,Togetic,80,105,40,Fairy,Flying,520,520
452,30,35,4,40,False,Budew,50,70,55,Grass,Poison,225,225
252,120,120,2,90,False,Donphan,60,60,50,Ground,,711,711
733,35,40,6,38,False,Scatterbug,27,25,35,Bug,,728,728
67,65,65,1,65,False,Poliwhirl,50,50,90,Water,,762,67
230,150,140,2,70,False,"Mega Scizor",65,100,75,Bug,Steel,728,230
208,75,55,2,75,False,Sunflora,105,85,30,Grass,,512,512
416,50,100,3,80,True,Regice,100,200,50,Ice,,308,308
596,50,40,5,50,False,Tympole,50,40,64,Water,,446,446
672,87,60,5,46,False,Axew,30,40,57,Dragon,,177,177
180,20,30,2,40,False,Ledyba,40,80,55,Bug,Flying,40,180
564,55,39,5,45,False,Patrat,35,39,42,Normal,,189,564
386,75,35,3,44,False,Shuppet,63,33,45,Ghost,,57,57
399,40,50,3,70,False,Spheal,55,50,25,Ice,Water,599,599
704,100,80,5,79,True,"Tornadus Therian Forme",110,90,121,Flying,,390,704
729,56,77,6,85,False,Diggersby,50,77,78,Normal,Ground,412,729
716,77,77,5,100,False,"Meloetta Aria Forme",128,128,90,Normal,Psychic,127,716
352,90,45,3,170,False,Wailord,90,45,60,Water,,744,352
776,75,53,6,68,False,Sliggoo,83,113,60,Dragon,,472,472
202,75,75,2,90,False,Politoed,90,100,70,Water,,249,249
133,110,80,1,70,False,Scyther,55,80,105,Bug,Flying,762,133
129,92,65,1,80,False,Seaking,65,80,68,Water,,665,129
335,40,55,3,30,False,Meditite,40,55,60,Fighting,Psychic,126,126
643,87,63,5,75,False,Swanna,87,63,98,Water,Flying,595,643
266,64,50,2,50,False,Larvitar,45,50,41,Rock,Ground,409,409
163,110,90,1,106,True,Mewtwo,154,90,130,Psychic,,564,163
145,55,50,1,55,False,Eevee,45,65,55,Normal,,385,145
237,40,40,2,40,False,Slugma,70,40,20,Fire,,507,507
299,100,60,3,90,False,Shiftry,90,60,80,Grass,Dark,598,299
399,40,50,3,70,False,Spheal,55,50,25,Ice,Water,796,796
504,61,40,4,48,False,Croagunk,61,40,50,Poison,Fighting,139,139
726,63,52,6,54,False,Frogadier,83,56,97,Water,,219,726
609,35,50,5,45,False,Petilil,70,50,30,Grass,,612,612
429,150,50,3,50,True,"Deoxys Normal Forme",150,50,150,Psychic,,93,429
495,170,115,4,108,False,"Mega Garchomp",120,95,92,Dragon,Ground,614,614
606,100,89,5,60,False,Scolipede,55,69,112,Bug,Poison,274,606
300,55,30,3,40,False,Taillow,30,30,85,Normal,Flying,17,300
136,95,57,1,65,False,Magmar,100,85,93,Fire,,467,467
306,65,65,3,68,False,Gardevoir,125,115,80,Psychic,Fairy,182,306
117,55,75,1,90,False,Lickitung,60,75,30,Normal,,714,714
691,55,75,5,70,False,Vullaby,45,65,60,Dark,Flying,6,6
218,33,58,2,190,False,Wobbuffet,33,58,33,Psychic,,670,670
698,85,55,5,55,False,Larvesta,50,55,60,Bug,Fire,22,22
59,70,60,1,65,False,Persian,65,65,115,Normal,,531,531
570,88,50,5,64,False,Liepard,88,50,106,Dark,,114,570
32,90,55,1,60,False,Raichu,90,80,110,Electric,,490,32
325,45,45,3,50,False,Skitty,35,35,50,Normal,,444,444
324,45,135,3,30,False,Nosepass,45,90,30,Rock,,729,729
574,98,63,5,75,False,Simisear,98,63,101,Fire,,628,574
563,100,85,5,95,False,Samurott,108,70,70,Water,,11,563
678,40,85,5,50,False,Shelmet,40,65,25,Bug,,659,678
241,55,85,2,55,False,Corsola,65,85,35,Water,Rock,384,384
142,155,109,1,95,False,"Mega Gyarados",70,130,81,Water,Dark,616,616
49,50,55,1,45,False,Oddish,75,65,30,Grass,Poison,402,402
661,55,70,5,40,False,Klink,45,60,30,Steel,,563,563
762,75,90,6,65,False,Dragalge,97,123,44,Poison,Dragon,784,762
537,65,107,4,50,False,"Mow Rotom",105,107,86,Electric,Grass,599,537
659,50,91,5,44,False,Ferroseed,24,86,10,Grass,Steel,72,72
50,65,70,1,60,False,Gloom,85,75,40,Grass,Poison,451,451
283,110,90,3,100,False,Swampert,85,90,60,Water,Ground,742,742
51,80,85,1,75,False,Vileplume,110,90,50,Grass,Poison,342,342
142,155,109,1,95,False,"Mega Gyarados",70,130,81,Water,Dark,73,142
771,65,65,6,95,False,Sylveon,110,130,60,Fairy,,453,453
339,75,60,3,70,False,Manectric,105,60,105,Electric,,245,339
97,105,75,1,105,False,Muk,65,100,50,Poison,,115,115
787,95,122,6,75,False,"Gourgeist Large Size",58,75,69,Ghost,Grass,703,703
668,75,75,5,75,False,Beheeyem,125,95,40,Psychic,,772,772
540,125,70,4,75,True,Azelf,125,70,115,Psychic,,532,532
289,45,35,3,45,False,Wurmple,20,30,20,Bug,,795,795
443,75,50,4,55,False,Staravia,40,40,80,Normal,Flying,19,443
178,30,30,2,60,False,Hoothoot,36,56,50,Normal,Flying,17,17
210,45,45,2,55,False,Wooper,25,25,15,Water,Ground,16,16
544,160,110,4,110,True,Regigigas,80,110,100,Normal,,732,732
281,70,50,3,50,False,Mudkip,50,50,40,Water,,312,281
298,70,40,3,70,False,Nuzleaf,60,40,60,Grass,Dark,37,37
630,50,62,5,50,False,Trubbish,40,62,65,Poison,,174,630
546,120,100,4,150,True,"Giratina Origin Forme",120,100,90,Ghost,Dragon,761,546
737,68,72,6,86,False,Pyroar,109,66,106,Fire,Normal,715,715
484,93,67,4,103,False,Skuntank,71,61,84,Poison,Dark,28,28
153,115,105,1,60,False,Kabutops,65,70,80,Rock,Water,652,153
729,56,77,6,85,False,Diggersby,50,77,78,Normal,Ground,476,476
463,30,42,4,30,False,Combee,30,42,70,Bug,Flying,55,55
263,85,75,2,90,True,Raikou,115,100,115,Electric,,315,263
187,40,15,2,20,False,Pichu,35,35,60,Electric,,14,187
377,70,105,3,60,False,Claydol,70,120,75,Ground,Psychic,38,377
545,100,120,4,150,True,"Giratina Altered Forme",100,120,90,Ghost,Dragon,35,545
722,45,40,6,40,False,Fennekin,62,60,60,Fire,,800,800
249,90,90,2,75,False,"Mega Houndoom",140,90,115,Dark,Fire,500,249
421,130,100,3,80,True,"Mega Latios",160,120,110,Dragon,Psychic,603,421
44,76,75,1,73,False,Ninetales,81,100,100,Fire,,278,44
641,65,75,5,110,False,Reuniclus,125,85,30,Psychic,,125,125
650,75,45,5,50,False,Karrablast,40,45,60,Bug,,407,650
378,41,77,3,66,False,Lileep,61,87,23,Rock,Grass,289,378
585,105,105,5,70,False,Boldore,50,40,20,Rock,,8,585
332,90,140,3,60,False,Lairon,50,50,40,Steel,Rock,221,221
56,55,25,1,10,False,Diglett,35,45,95,Ground,,736,56
275,85,65,3,70,False,Sceptile,105,85,120,Grass,,199,275
355,120,100,3,70,False,"Mega Camerupt",145,105,20,Fire,Ground,550,550
794,131,95,6,126,True,Yveltal,131,98,99,Dark,Flying,379,794
751,150,50,6,60,False,"Aegislash Blade Forme",150,50,60,Steel,Ghost,350,350
748,48,76,6,74,False,"Meowstic Female",83,81,104,Psychic,,161,748
612,72,35,5,50,False,Sandile,35,35,65,Ground,Dark,343,343
729,56,77,6,85,False,Diggersby,50,77,78,Normal,Ground,118,729
716,77,77,5,100,False,"Meloetta Aria Forme",128,128,90,Normal,Psychic,315,716
237,40,40,2,40,False,Slugma,70,40,20,Fire,,445,445
354,100,70,3,70,False,Camerupt,105,75,40,Fire,Ground,495,495
729,56,77,6,85,False,Diggersby,50,77,78,Normal,Ground,174,729
397,80,80,3,80,False,Glalie,80,80,80,Ice,,133,133
254,95,62,2,73,False,Stantler,85,65,85,Normal,,53,254
17,35,30,1,40,False,Weedle,20,20,50,Bug,Poison,63,63
37,92,87,1,90,False,Nidoqueen,75,85,76,Poison,Ground,219,219
146,65,60,1,130,False,Vaporeon,110,95,65,Water,,222,146
261,80,105,2,95,False,Miltank,40,70,100,Normal,,369,261
274,65,45,3,50,False,Grovyle,85,65,95,Grass,,115,274
540,125,70,4,75,True,Azelf,125,70,115,Psychic,,619,540
521,76,86,4,86,False,Yanmega,116,56,95,Bug,Flying,382,521
97,105,75,1,105,False,Muk,65,100,50,Poison,,74,97
245,40,70,2,65,False,Mantine,80,140,70,Water,Flying,297,245
242,65,35,2,35,False,Remoraid,65,35,65,Water,,284,284
171,64,58,2,58,False,Quilava,80,65,80,Fire,,666,171
410,145,130,3,95,False,"Mega Salamence",120,90,120,Dragon,Flying,542,410
576,98,63,5,75,False,Simipour,98,63,101,Water,,514,576
431,70,160,3,50,True,"Deoxys Defense Forme",70,160,90,Psychic,,504,431
250,95,95,2,75,False,Kingdra,95,95,85,Water,Dragon,356,250
775,50,35,6,45,False,Goomy,55,75,40,Dragon,,266,266
247,60,30,2,45,False,Houndour,80,50,65,Dark,Fire,726,726
414,145,150,3,80,False,"Mega Metagross",105,110,110,Steel,Psychic,768,414
501,112,118,4,108,False,Hippowdon,68,72,47,Ground,,661,501
493,90,65,4,68,False,Gabite,50,55,82,Dragon,Ground,756,756
157,85,100,1,90,True,Articuno,95,125,85,Ice,Flying,758,157
715,72,90,5,91,False,"Keldeo Resolute Forme",129,90,108,Water,Fighting,689,715
609,35,50,5,45,False,Petilil,70,50,30,Grass,,387,387
456,42,118,4,30,False,Shieldon,42,88,30,Rock,Steel,572,572
194,40,40,2,55,False,Mareep,65,45,35,Electric,,671,671
645,65,65,5,51,False,Vanillish,80,75,59,Ice,,452,645
202,75,75,2,90,False,Politoed,90,100,70,Water,,544,544
771,65,65,6,95,False,Sylveon,110,130,60,Fairy,,747,747
496,85,40,4,135,False,Munchlax,40,85,5,Normal,,659,659
470,48,48,4,76,False,Shellos,57,62,34,Water,,793,793
519,95,67,4,75,False,Magmortar,125,95,83,Fire,,133,133
19,90,40,1,65,False,Beedrill,45,80,75,Bug,Poison,489,19
124,95,80,1,105,False,Kangaskhan,40,80,90,Normal,,68,124
295,50,50,3,60,False,Lombre,60,70,50,Water,Grass,622,622
683,120,90,5,77,False,Druddigon,60,90,48,Dragon,,227,227
553,120,120,4,120,True,Arceus,120,120,120,Normal,,380,553
158,90,85,1,90,True,Zapdos,125,90,100,Electric,Flying,359,158
622,90,115,5,65,False,Scrafty,45,115,58,Dark,Fighting,359,359
50,65,70,1,60,False,Gloom,85,75,40,Grass,Poison,684,50
750,110,150,6,59,False,Doublade,45,49,35,Steel,Ghost,565,565
155,135,85,1,80,False,"Mega Aerodactyl",70,95,150,Rock,Flying,791,155
623,58,80,5,72,False,Sigilyph,103,80,97,Psychic,Flying,123,623
446,85,60,4,79,False,Bibarel,55,60,71,Normal,Water,314,314
405,90,130,3,100,False,Relicanth,45,65,55,Water,Rock,82,405
495,170,115,4,108,False,"Mega Garchomp",120,95,92,Dragon,Ground,471,495
586,135,130,5,85,False,Gigalith,60,80,25,Rock,,395,586
575,53,48,5,50,False,Panpour,53,48,64,Water,,551,551
659,50,91,5,44,False,Ferroseed,24,86,10,Grass,Steel,771,771
184,90,80,2,85,False,Crobat,70,80,130,Poison,Flying,496,496
143,85,80,1,130,False,Lapras,85,95,60,Water,Ice,733,143
280,160,80,3,80,False,"Mega Blaziken",130,80,100,Fire,Fighting,247,280
255,20,35,2,55,False,Smeargle,20,45,75,Normal,,385,385
414,145,150,3,80,False,"Mega Metagross",105,110,110,Steel,Psychic,31,414
203,35,40,2,35,False,Hoppip,35,55,50,Grass,Flying,82,203
41,45,48,1,70,False,Clefairy,60,65,35,Fairy,,310,310
662,80,95,5,60,False,Klang,70,85,50,Steel,,744,744
61,82,78,1,80,False,Golduck,95,80,85,Water,,491,61
693,97,66,5,85,False,Heatmor,105,66,65,Fire,,64,693
181,35,50,2,55,False,Ledian,55,110,85,Bug,Flying,43,181
501,112,118,4,108,False,Hippowdon,68,72,47,Ground,,586,501
342,40,50,3,60,False,Minun,75,85,95,Electric,,276,276
528,165,95,4,68,False,"Mega Gallade",65,115,110,Psychic,Fighting,215,528
552,103,75,4,100,True,"Shaymin Sky Forme",120,75,127,Grass,Flying,2,552
359,60,60,3,60,False,Spinda,60,60,60,Normal,,88,359
166,100,100,1,100,False,Mew,100,100,100,Psychic,,278,166
20,150,40,1,65,False,"Mega Beedrill",15,80,145,Bug,Poison,718,718
633,105,60,5,60,False,Zoroark,120,60,105,Dark,,508,633
538,75,130,4,75,True,Uxie,75,130,95,Psychic,,666,538
