"Number pokemon 1","Number pokemon 2","Attack pokemon 2","Defense pokemon 2","Generation pokemon 2","HP pokemon 2","Legendary pokemon 2","Name pokemon 2","Sp. Atk pokemon 2","Sp. Def pokemon 2","Speed pokemon 2","Type 1 pokemon 2","Type 2 pokemon 2","Winning pokemon"
310,101,50,45,1,45,False,Haunter,115,55,95,Ghost,Poison,101
464,612,72,35,5,50,False,Sandile,35,35,65,Ground,Dark,612
641,179,50,50,2,100,False,Noctowl,76,96,70,Normal,Flying,179
141,197,95,105,2,90,False,"Mega Ampharos",165,110,45,Electric,Dragon,141
571,573,53,48,5,50,False,Pansear,53,48,64,Fire,,573
460,326,65,65,3,70,False,Delcatty,55,55,70,Normal,,326
338,414,145,150,3,80,False,"Mega Metagross",105,110,110,Steel,Psychic,414
220,317,90,45,3,1,False,Shedinja,30,30,40,Bug,Ghost,317
560,285,55,35,3,35,False,Poochyena,30,30,35,Dark,,560
160,588,57,55,5,67,False,Swoobat,77,55,114,Psychic,Flying,588
643,683,120,90,5,77,False,Druddigon,60,90,48,Dragon,,643
709,501,112,118,4,108,False,Hippowdon,68,72,47,Ground,,709
252,267,84,70,2,70,False,Pupitar,65,70,51,Rock,Ground,267
209,699,60,65,5,85,False,Volcarona,135,105,100,Bug,Fire,699
453,514,70,115,4,70,False,Magnezone,130,90,60,Electric,Steel,514
751,295,50,50,3,60,False,Lombre,60,70,50,Water,Grass,751
37,74,100,70,1,80,False,Machoke,50,60,45,Fighting,,37
382,246,80,140,2,65,False,Skarmory,40,70,70,Steel,Flying,382
127,131,75,85,1,60,False,Starmie,100,85,115,Water,Psychic,131
476,227,120,75,2,90,False,Granbull,60,60,45,Fairy,,476
402,225,125,230,2,75,False,"Mega Steelix",55,95,30,Steel,Ground,402
505,600,125,75,5,75,False,Sawk,30,75,85,Fighting,,600
230,69,20,15,1,25,False,Abra,105,55,90,Psychic,,230
677,218,33,58,2,190,False,Wobbuffet,33,58,33,Psychic,,677
153,641,65,75,5,110,False,Reuniclus,125,85,30,Psychic,,153
69,316,90,45,3,61,False,Ninjask,50,50,160,Bug,Flying,316
143,227,120,75,2,90,False,Granbull,60,60,45,Fairy,,143
567,670,40,60,5,60,False,Lampent,95,60,55,Ghost,Fire,670
98,738,38,39,6,44,False,Flabébé,61,79,42,Fairy,,738
216,266,64,50,2,50,False,Larvitar,45,50,41,Rock,Ground,216
465,132,45,65,1,40,False,"Mr. Mime",100,120,90,Psychic,Fairy,465
171,423,150,90,3,100,True,"Primal Kyogre",180,160,90,Water,,423
726,598,95,75,5,105,False,Seismitoad,85,75,74,Water,Ground,726
452,781,66,70,6,49,False,"Pumpkaboo Average Size",44,55,51,Ghost,Grass,452
343,112,95,85,1,95,False,Exeggutor,125,65,55,Grass,Psychic,343
763,40,102,77,1,81,False,Nidoking,85,75,85,Poison,Ground,40
775,37,92,87,1,90,False,Nidoqueen,75,85,76,Poison,Ground,37
36,166,100,100,1,100,False,Mew,100,100,100,Psychic,,166
492,305,35,35,3,38,False,Kirlia,65,55,50,Psychic,Fairy,305
209,367,110,110,3,75,False,"Mega Altaria",110,105,80,Dragon,Fairy,209
169,65,110,80,1,90,False,Arcanine,100,80,95,Fire,,65
589,205,55,70,2,75,False,Jumpluff,55,95,110,Grass,Flying,205
11,566,60,45,5,45,False,Lillipup,25,45,55,Normal,,11
743,619,65,85,5,50,False,Dwebble,35,35,55,Bug,Rock,619
657,768,121,119,6,82,False,Tyrantrum,69,59,71,Rock,Dragon,768
213,581,115,80,5,80,False,Unfezant,65,55,93,Normal,Flying,581
422,212,65,60,2,65,False,Espeon,130,95,110,Psychic,,212
694,579,55,50,5,50,False,Pidove,36,30,43,Normal,Flying,694
495,357,25,35,3,60,False,Spoink,70,80,60,Psychic,,495
266,685,124,80,5,89,False,Golurk,55,80,55,Ground,Ghost,685
313,438,104,71,4,76,False,Infernape,104,71,108,Fire,Fighting,438
390,389,40,90,3,20,False,Duskull,30,90,25,Ghost,,389
268,288,70,61,3,78,False,Linoone,50,61,100,Normal,,288
142,587,45,43,5,55,False,Woobat,55,43,72,Psychic,Flying,142
515,335,40,55,3,30,False,Meditite,40,55,60,Fighting,Psychic,335
223,266,64,50,2,50,False,Larvitar,45,50,41,Rock,Ground,223
129,323,20,40,3,50,False,Azurill,20,40,20,Normal,Fairy,129
467,699,60,65,5,85,False,Volcarona,135,105,100,Bug,Fire,467
584,735,52,50,6,80,False,Vivillon,90,50,89,Bug,Flying,584
110,280,160,80,3,80,False,"Mega Blaziken",130,80,100,Fire,Fighting,110
733,436,58,44,4,44,False,Chimchar,58,44,61,Fire,,436
689,462,94,50,4,70,False,Mothim,94,50,66,Bug,Flying,462
472,632,65,40,5,40,False,Zorua,80,40,65,Dark,,472
554,10,48,65,1,44,False,Squirtle,50,64,43,Water,,554
369,229,130,100,2,70,False,Scizor,55,80,65,Bug,Steel,229
104,96,80,50,1,80,False,Grimer,40,50,25,Poison,,104
345,336,60,75,3,60,False,Medicham,60,75,80,Fighting,Psychic,336
445,363,85,40,3,50,False,Cacnea,85,40,35,Grass,,363
412,197,95,105,2,90,False,"Mega Ampharos",165,110,45,Electric,Dragon,412
657,451,120,79,4,80,False,Luxray,95,79,70,Electric,,451
750,665,85,70,5,65,False,Eelektrik,75,70,40,Electric,,665
313,679,70,40,5,80,False,Accelgor,100,60,145,Bug,,679
152,24,80,80,1,83,False,"Mega Pidgeot",135,80,121,Normal,Flying,24
243,323,20,40,3,50,False,Azurill,20,40,20,Normal,Fairy,243
77,14,30,35,1,45,False,Caterpie,20,20,45,Bug,,77
10,161,84,65,1,61,False,Dragonair,70,70,70,Dragon,,161
495,175,105,100,2,85,False,Feraligatr,79,83,78,Water,,495
623,713,120,90,5,125,True,"Kyurem White Kyurem",170,100,95,Dragon,Ice,623
165,667,55,55,5,55,False,Elgyem,85,55,30,Psychic,,165
450,720,78,95,6,61,False,Quilladin,56,58,57,Grass,,450
214,406,30,55,3,43,False,Luvdisc,40,65,97,Water,,406
573,617,30,105,5,105,False,"Darmanitan Zen Mode",140,105,55,Fire,Psychic,573
763,549,100,100,4,100,False,Manaphy,100,100,100,Water,,549
310,229,130,100,2,70,False,Scizor,55,80,65,Bug,Steel,229
465,504,61,40,4,48,False,Croagunk,61,40,50,Poison,Fighting,465
316,585,105,105,5,70,False,Boldore,50,40,20,Rock,,585
224,536,65,107,4,50,False,"Fan Rotom",105,107,86,Electric,Flying,536
798,9,104,78,1,78,False,"Mega Charizard Y",159,115,100,Fire,Flying,9
333,382,15,20,3,20,False,Feebas,10,55,80,Water,,333
748,558,63,45,5,65,False,Tepig,45,45,45,Fire,,748
20,764,73,88,6,71,False,Clawitzer,120,89,59,Water,,20
630,35,47,52,1,55,False,Nidoran♀,40,40,41,Poison,,630
363,242,65,35,2,35,False,Remoraid,65,35,65,Water,,242
1,687,125,100,5,65,False,Bisharp,60,70,70,Dark,Steel,687
204,97,105,75,1,105,False,Muk,65,100,50,Poison,,97
465,730,50,43,6,45,False,Fletchling,40,38,62,Normal,Flying,465
218,765,38,33,6,44,False,Helioptile,61,43,70,Electric,Normal,765
359,296,70,70,3,80,False,Ludicolo,90,100,70,Water,Grass,296
596,114,80,110,1,60,False,Marowak,50,80,45,Ground,,596
111,675,70,40,5,55,False,Cubchoo,60,40,40,Ice,,675
177,584,75,85,5,55,False,Roggenrola,25,25,15,Rock,,177
118,277,60,40,3,45,False,Torchic,70,50,45,Fire,,277
409,301,85,60,3,60,False,Swellow,50,50,125,Normal,Flying,301
651,624,30,85,5,38,False,Yamask,55,65,30,Ghost,,651
231,656,75,80,5,165,False,Alomomola,40,45,65,Water,,656
559,99,95,180,1,50,False,Cloyster,85,45,70,Water,Ice,99
263,518,123,67,4,75,False,Electivire,95,85,95,Electric,,263
62,577,25,45,5,76,False,Munna,67,55,24,Psychic,,62
121,579,55,50,5,50,False,Pidove,36,30,43,Normal,Flying,579
790,458,29,45,4,40,False,Burmy,29,45,36,Bug,,458
617,38,57,40,1,46,False,Nidoran♂,40,40,50,Poison,,617
216,630,50,62,5,50,False,Trubbish,40,62,65,Poison,,216
317,173,65,64,2,50,False,Totodile,44,48,43,Water,,173
268,473,50,34,4,90,False,Drifloon,60,44,70,Ghost,Flying,473
595,330,105,125,3,50,False,"Mega Mawile",55,95,50,Steel,Fairy,330
786,779,70,48,6,43,False,Phantump,50,60,38,Ghost,Grass,786
440,188,25,28,2,50,False,Cleffa,45,55,15,Fairy,,440
295,451,120,79,4,80,False,Luxray,95,79,70,Electric,,451
428,209,65,45,2,65,False,Yanma,75,45,95,Bug,Flying,428
217,687,125,100,5,65,False,Bisharp,60,70,70,Dark,Steel,687
362,470,48,48,4,76,False,Shellos,57,62,34,Water,,362
521,435,109,105,4,95,False,Torterra,75,85,56,Grass,Ground,521
152,501,112,118,4,108,False,Hippowdon,68,72,47,Ground,,152
516,472,100,66,4,75,False,Ambipom,60,66,115,Normal,,516
258,355,120,100,3,70,False,"Mega Camerupt",145,105,20,Fire,Ground,355
418,264,115,85,2,115,True,Entei,90,75,100,Fire,,418
316,282,85,70,3,70,False,Marshtomp,60,70,50,Water,Ground,316
388,510,62,50,4,60,False,Snover,62,60,40,Grass,Ice,388
148,523,60,110,4,65,False,Glaceon,130,95,65,Ice,,523
362,483,63,47,4,63,False,Stunky,41,41,74,Poison,Dark,362
598,393,130,60,3,65,False,Absol,75,60,75,Dark,,393
135,285,55,35,3,35,False,Poochyena,30,30,35,Dark,,135
638,358,45,65,3,80,False,Grumpig,90,110,80,Psychic,,358
691,547,70,120,4,120,False,Cresselia,75,130,85,Psychic,,691
231,7,84,78,1,78,False,Charizard,109,85,100,Fire,Flying,7
673,609,35,50,5,45,False,Petilil,70,50,30,Grass,,673
62,214,85,42,2,60,False,Murkrow,85,42,91,Dark,Flying,214
265,194,40,40,2,55,False,Mareep,65,45,35,Electric,,265
446,560,123,65,5,110,False,Emboar,100,65,65,Fire,Fighting,446
255,450,85,49,4,60,False,Luxio,60,49,60,Electric,,255
274,325,45,45,3,50,False,Skitty,35,35,50,Normal,,274
554,238,50,120,2,50,False,Magcargo,80,80,30,Fire,Rock,554
682,77,90,50,1,65,False,Weepinbell,85,45,55,Grass,Poison,682
461,554,100,100,5,100,True,Victini,100,100,100,Psychic,Fire,554
598,336,60,75,3,60,False,Medicham,60,75,80,Fighting,Psychic,336
721,558,63,45,5,65,False,Tepig,45,45,45,Fire,,721
84,520,50,95,4,85,False,Togekiss,120,115,80,Fairy,Flying,84
73,336,60,75,3,60,False,Medicham,60,75,80,Fighting,Psychic,336
709,643,87,63,5,75,False,Swanna,87,63,98,Water,Flying,709
79,57,80,50,1,35,False,Dugtrio,50,70,120,Ground,,57
268,634,50,40,5,55,False,Minccino,40,40,75,Normal,,634
667,55,65,60,1,70,False,Venomoth,90,75,90,Bug,Poison,55
429,641,65,75,5,110,False,Reuniclus,125,85,30,Psychic,,429
794,111,40,80,1,60,False,Exeggcute,60,45,40,Grass,Psychic,794
353,386,75,35,3,44,False,Shuppet,63,33,45,Ghost,,386
30,581,115,80,5,80,False,Unfezant,65,55,93,Normal,Flying,581
780,137,125,100,1,65,False,Pinsir,55,70,85,Bug,,137
625,451,120,79,4,80,False,Luxray,95,79,70,Electric,,451
156,28,90,65,1,65,False,Fearow,61,61,100,Normal,Flying,156
387,447,25,41,4,37,False,Kricketot,25,41,25,Bug,,387
430,379,81,97,3,86,False,Cradily,81,107,43,Rock,Grass,430
228,528,165,95,4,68,False,"Mega Gallade",65,115,110,Psychic,Fighting,528
286,140,10,55,1,20,False,Magikarp,15,20,80,Water,,286
104,222,70,70,2,100,False,Dunsparce,65,65,45,Normal,,104
21,446,85,60,4,79,False,Bibarel,55,60,71,Normal,Water,446
567,301,85,60,3,60,False,Swellow,50,50,125,Normal,Flying,301
409,642,44,50,5,62,False,Ducklett,44,50,55,Water,Flying,409
115,129,92,65,1,80,False,Seaking,65,80,68,Water,,115
485,409,135,80,3,95,False,Salamence,110,80,100,Dragon,Flying,409
563,449,65,34,4,45,False,Shinx,40,34,45,Electric,,563
691,463,30,42,4,30,False,Combee,30,42,70,Bug,Flying,463
226,633,105,60,5,60,False,Zoroark,120,60,105,Dark,,633
469,669,30,55,5,50,False,Litwick,65,55,20,Ghost,Fire,469
278,649,75,60,5,55,False,Emolga,75,60,103,Electric,Flying,649
317,315,45,90,3,31,False,Nincada,30,30,40,Bug,Ground,315
342,349,120,40,3,70,False,Sharpedo,95,40,95,Water,Dark,349
598,753,52,60,6,78,False,Spritzee,63,65,23,Fairy,,598
394,777,100,70,6,90,False,Goodra,110,150,80,Dragon,,394
473,564,55,39,5,45,False,Patrat,35,39,42,Normal,,564
529,421,130,100,3,80,True,"Mega Latios",160,120,110,Dragon,Psychic,421
270,557,75,95,5,75,False,Serperior,75,95,113,Grass,,557
598,301,85,60,3,60,False,Swellow,50,50,125,Normal,Flying,301
300,692,65,105,5,110,False,Mandibuzz,55,95,80,Dark,Flying,300
77,294,30,30,3,40,False,Lotad,40,50,30,Water,Grass,77
746,711,130,90,5,125,True,Kyurem,130,90,95,Dragon,Ice,711
205,404,84,105,3,55,False,Gorebyss,114,75,52,Water,,205
697,147,65,60,1,65,False,Jolteon,110,95,130,Electric,,147
37,349,120,40,3,70,False,Sharpedo,95,40,95,Water,Dark,349
277,298,70,40,3,70,False,Nuzleaf,60,40,60,Grass,Dark,298
540,564,55,39,5,45,False,Patrat,35,39,42,Normal,,540
328,750,110,150,6,59,False,Doublade,45,49,35,Steel,Ghost,750
71,76,75,35,1,50,False,Bellsprout,70,30,40,Grass,Poison,71
402,456,42,118,4,30,False,Shieldon,42,88,30,Rock,Steel,402
303,274,65,45,3,50,False,Grovyle,85,65,95,Grass,,274
62,45,45,20,1,115,False,Jigglypuff,45,25,20,Normal,Fairy,62
462,789,69,85,6,55,False,Bergmite,32,35,28,Ice,,462
573,739,45,47,6,54,False,Floette,75,98,52,Fairy,,573
263,593,80,55,5,75,False,Timburr,25,35,35,Fighting,,263
671,32,90,55,1,60,False,Raichu,90,80,110,Electric,,32
372,528,165,95,4,68,False,"Mega Gallade",65,115,110,Psychic,Fighting,528
503,149,60,70,1,65,False,Porygon,85,75,40,Normal,,503
170,69,20,15,1,25,False,Abra,105,55,90,Psychic,,69
218,758,92,88,6,86,False,Malamar,68,75,73,Dark,Psychic,758
101,59,70,60,1,65,False,Persian,65,65,115,Normal,,59
696,224,85,200,2,75,False,Steelix,55,65,30,Steel,Ground,696
247,93,110,70,1,60,False,Dodrio,60,60,100,Normal,Flying,93
774,151,60,125,1,70,False,Omastar,115,70,55,Rock,Water,151
728,275,85,65,3,70,False,Sceptile,105,85,120,Grass,,275
760,475,66,44,4,55,False,Buneary,44,56,85,Normal,,475
366,439,51,53,4,53,False,Piplup,61,56,40,Water,,366
194,160,64,45,1,41,False,Dratini,50,50,50,Dragon,,160
20,171,64,58,2,58,False,Quilava,80,65,80,Fire,,20
282,562,75,60,5,75,False,Dewott,83,60,60,Water,,562
432,272,100,100,2,100,False,Celebi,100,100,100,Psychic,Grass,432
308,495,170,115,4,108,False,"Mega Garchomp",120,95,92,Dragon,Ground,495
498,401,80,90,3,110,False,Walrein,95,90,65,Ice,Water,498
558,297,40,50,3,40,False,Seedot,30,30,30,Grass,,558
107,798,110,60,6,80,True,"Hoopa Confined",150,130,70,Psychic,Ghost,798
411,82,95,115,1,55,False,Graveler,45,45,35,Rock,Ground,82
73,142,155,109,1,95,False,"Mega Gyarados",70,130,81,Water,Dark,142
614,548,80,80,4,80,False,Phione,80,80,80,Water,,614
736,761,60,60,6,50,False,Skrelp,60,60,30,Poison,Water,736
382,240,100,80,2,100,False,Piloswine,60,60,50,Ice,Ground,240
426,79,40,35,1,40,False,Tentacool,50,100,70,Water,Poison,426
478,360,100,45,3,45,False,Trapinch,45,45,10,Ground,,360
170,483,63,47,4,63,False,Stunky,41,41,74,Poison,Dark,483
49,317,90,45,3,1,False,Shedinja,30,30,40,Bug,Ghost,317
528,214,85,42,2,60,False,Murkrow,85,42,91,Dark,Flying,214
313,605,55,99,5,40,False,Whirlipede,40,79,47,Bug,Poison,313
482,431,70,160,3,50,True,"Deoxys Defense Forme",70,160,90,Psychic,,431
265,273,45,35,3,40,False,Treecko,65,55,70,Grass,,265
689,146,65,60,1,130,False,Vaporeon,110,95,65,Water,,146
63,632,65,40,5,40,False,Zorua,80,40,65,Dark,,63
279,442,55,30,4,40,False,Starly,30,30,60,Normal,Flying,279
376,195,55,55,2,70,False,Flaaffy,80,60,45,Electric,,376
156,417,75,150,3,80,True,Registeel,75,150,50,Steel,,417
300,265,75,115,2,100,True,Suicune,90,115,85,Water,,265
513,86,65,65,1,90,False,Slowpoke,40,40,15,Water,Psychic,513
457,168,62,80,2,60,False,Bayleef,63,80,60,Grass,,168
277,241,55,85,2,55,False,Corsola,65,85,35,Water,Rock,277
380,627,108,133,5,74,False,Carracosta,83,65,32,Water,Rock,627
440,640,40,50,5,65,False,Duosion,125,60,30,Psychic,,440
38,703,115,70,5,79,True,"Tornadus Incarnate Forme",125,80,111,Flying,,703
449,528,165,95,4,68,False,"Mega Gallade",65,115,110,Psychic,Fighting,528
178,284,150,110,3,100,False,"Mega Swampert",95,110,70,Water,Ground,178
437,482,30,50,4,45,False,Chingling,65,50,45,Psychic,,437
799,669,30,55,5,50,False,Litwick,65,55,20,Ghost,Fire,799
359,512,132,105,4,90,False,"Mega Abomasnow",132,105,30,Grass,Ice,359
258,94,45,55,1,65,False,Seel,45,70,45,Water,,258
320,23,80,75,1,83,False,Pidgeot,70,70,101,Normal,Flying,23
230,244,55,45,2,45,False,Delibird,65,45,75,Ice,Flying,244
296,737,68,72,6,86,False,Pyroar,109,66,106,Fire,Normal,737
439,344,47,55,3,65,False,Illumise,73,75,85,Bug,,344
28,546,120,100,4,150,True,"Giratina Origin Forme",120,100,90,Ghost,Dragon,546
701,108,130,115,1,55,False,Kingler,50,50,75,Water,,701
169,290,35,55,3,50,False,Silcoon,25,25,15,Bug,,169
697,690,123,75,5,100,False,Braviary,57,75,80,Normal,Flying,697
83,498,110,70,4,70,False,Lucario,115,70,90,Fighting,Steel,498
121,670,40,60,5,60,False,Lampent,95,60,55,Ghost,Fire,121
614,710,145,90,5,89,True,"Landorus Therian Forme",105,80,91,Ground,Flying,614
157,656,75,80,5,165,False,Alomomola,40,45,65,Water,,157
658,255,20,35,2,55,False,Smeargle,20,45,75,Normal,,658
304,302,30,30,3,40,False,Wingull,55,30,85,Water,Flying,302
505,68,95,95,1,90,False,Poliwrath,70,90,70,Water,Fighting,505
314,428,100,100,3,100,True,Jirachi,100,100,100,Steel,Psychic,428
455,567,80,65,5,65,False,Herdier,35,65,60,Normal,,567
421,692,65,105,5,110,False,Mandibuzz,55,95,80,Dark,Flying,421
45,109,30,50,1,40,False,Voltorb,55,55,100,Electric,,45
519,191,40,85,2,55,False,Togetic,80,105,40,Fairy,Flying,519
493,304,25,25,3,28,False,Ralts,45,35,40,Psychic,Fairy,493
211,395,23,48,3,95,False,Wynaut,23,48,23,Psychic,,211
76,447,25,41,4,37,False,Kricketot,25,41,25,Bug,,76
677,387,115,65,3,64,False,Banette,83,63,65,Ghost,,677
194,52,70,55,1,35,False,Paras,45,55,25,Bug,Grass,194
261,565,85,69,5,60,False,Watchog,60,69,77,Normal,,261
278,299,100,60,3,90,False,Shiftry,90,60,80,Grass,Dark,299
567,331,70,100,3,50,False,Aron,40,40,30,Steel,Rock,567
25,708,150,120,5,100,True,Zekrom,120,100,90,Dragon,Electric,708
413,637,45,70,5,60,False,Gothorita,75,85,55,Psychic,,413
153,668,75,75,5,75,False,Beheeyem,125,95,40,Psychic,,153
372,135,83,57,1,65,False,Electabuzz,95,85,105,Electric,,135
781,179,50,50,2,100,False,Noctowl,76,96,70,Normal,Flying,179
596,511,92,75,4,90,False,Abomasnow,92,85,60,Grass,Ice,596
679,335,40,55,3,30,False,Meditite,40,55,60,Fighting,Psychic,679
379,593,80,55,5,75,False,Timburr,25,35,35,Fighting,,379
547,342,40,50,3,60,False,Minun,75,85,95,Electric,,342
409,372,48,43,3,50,False,Barboach,46,41,60,Water,Ground,409
582,181,35,50,2,55,False,Ledian,55,110,85,Bug,Flying,181
758,118,65,95,1,40,False,Koffing,60,45,35,Poison,,758
3,85,100,70,1,65,False,Rapidash,80,80,105,Fire,,85
150,591,60,86,5,103,False,Audino,60,86,50,Normal,,591
711,736,50,58,6,62,False,Litleo,73,54,72,Fire,Normal,711
526,4,100,123,1,80,False,"Mega Venusaur",122,120,80,Grass,Poison,526
766,666,115,80,5,85,False,Eelektross,105,80,50,Electric,,766
292,265,75,115,2,100,True,Suicune,90,115,85,Water,,265
548,394,150,60,3,65,False,"Mega Absol",115,60,115,Dark,,394
156,462,94,50,4,70,False,Mothim,94,50,66,Bug,Flying,462
480,165,150,70,1,106,True,"Mega Mewtwo Y",194,120,140,Psychic,,165
371,360,100,45,3,45,False,Trapinch,45,45,10,Ground,,360
496,500,72,78,4,68,False,Hippopotas,38,42,32,Ground,,496
185,50,65,70,1,60,False,Gloom,85,75,40,Grass,Poison,185
481,722,45,40,6,40,False,Fennekin,62,60,60,Fire,,481
198,524,95,125,4,75,False,Gliscor,45,75,95,Ground,Flying,524
597,323,20,40,3,50,False,Azurill,20,40,20,Normal,Fairy,597
773,526,80,70,4,85,False,Porygon-Z,135,75,90,Normal,,773
486,481,82,64,4,71,False,Purugly,64,59,112,Normal,,481
464,550,90,90,4,70,True,Darkrai,135,90,125,Dark,,550
701,418,80,90,3,80,True,Latias,110,130,110,Dragon,Psychic,418
140,218,33,58,2,190,False,Wobbuffet,33,58,33,Psychic,,218
340,211,85,85,2,95,False,Quagsire,65,65,35,Water,Ground,340
372,57,80,50,1,35,False,Dugtrio,50,70,120,Ground,,57
688,353,60,40,3,60,False,Numel,65,45,35,Fire,Ground,688
273,168,62,80,2,60,False,Bayleef,63,80,60,Grass,,273
13,448,85,51,4,77,False,Kricketune,55,51,65,Bug,,13
213,129,92,65,1,80,False,Seaking,65,80,68,Water,,129
667,549,100,100,4,100,False,Manaphy,100,100,100,Water,,549
147,572,98,63,5,75,False,Simisage,98,63,101,Grass,,147
311,587,45,43,5,55,False,Woobat,55,43,72,Psychic,Flying,587
295,364,115,60,3,70,False,Cacturne,115,60,55,Grass,Dark,364
427,616,140,55,5,105,False,"Darmanitan Standard Mode",30,55,95,Fire,,427
572,228,95,75,2,65,False,Qwilfish,55,55,85,Water,Poison,572
737,276,110,75,3,70,False,"Mega Sceptile",145,85,145,Grass,Dragon,276
40,227,120,75,2,90,False,Granbull,60,60,45,Fairy,,40
765,386,75,35,3,44,False,Shuppet,63,33,45,Ghost,,765
35,219,80,65,2,70,False,Girafarig,90,65,85,Normal,Psychic,219
591,347,73,83,3,100,False,Swalot,73,83,55,Poison,,347
593,264,115,85,2,115,True,Entei,90,75,100,Fire,,264
74,257,95,95,2,50,False,Hitmontop,35,110,70,Fighting,,257
452,107,105,90,1,30,False,Krabby,25,25,50,Water,,452
227,195,55,55,2,70,False,Flaaffy,80,60,45,Electric,,195
369,320,91,63,3,104,False,Exploud,91,73,68,Normal,,320
220,574,98,63,5,75,False,Simisear,98,63,101,Fire,,574
534,387,115,65,3,64,False,Banette,83,63,65,Ghost,,534
177,623,58,80,5,72,False,Sigilyph,103,80,97,Psychic,Flying,623
779,432,95,90,3,50,True,"Deoxys Speed Forme",95,90,180,Psychic,,432
308,373,78,73,3,110,False,Whiscash,76,71,60,Water,Ground,308
312,213,65,110,2,95,False,Umbreon,60,130,65,Dark,,213
121,35,47,52,1,55,False,Nidoran♀,40,40,41,Poison,,35
123,699,60,65,5,85,False,Volcarona,135,105,100,Bug,Fire,699
239,544,160,110,4,110,True,Regigigas,80,110,100,Normal,,544
172,562,75,60,5,75,False,Dewott,83,60,60,Water,,172
629,377,70,105,3,60,False,Claydol,70,120,75,Ground,Psychic,629
426,727,95,67,6,72,False,Greninja,103,71,122,Water,Dark,727
561,583,100,63,5,75,False,Zebstrika,80,63,116,Electric,,583
293,9,104,78,1,78,False,"Mega Charizard Y",159,115,100,Fire,Flying,9
367,731,73,55,6,62,False,Fletchinder,56,52,84,Fire,Flying,731
53,720,78,95,6,61,False,Quilladin,56,58,57,Grass,,720
399,270,90,130,2,106,True,Lugia,90,154,110,Psychic,Flying,270
229,711,130,90,5,125,True,Kyurem,130,90,95,Dragon,Ice,711
288,265,75,115,2,100,True,Suicune,90,115,85,Water,,288
684,515,85,95,4,110,False,Lickilicky,80,95,50,Normal,,515
573,545,100,120,4,150,True,"Giratina Altered Forme",100,120,90,Ghost,Dragon,545
124,354,100,70,3,70,False,Camerupt,105,75,40,Fire,Ground,124
702,589,85,40,5,60,False,Drilbur,30,45,68,Ground,,702
795,209,65,45,2,65,False,Yanma,75,45,95,Bug,Flying,209
167,732,81,71,6,78,False,Talonflame,74,69,126,Fire,Flying,732
632,376,40,55,3,40,False,Baltoy,40,70,55,Ground,Psychic,632
59,678,40,85,5,50,False,Shelmet,40,65,25,Bug,,59
792,292,35,55,3,50,False,Cascoon,25,25,15,Bug,,792
535,751,150,50,6,60,False,"Aegislash Blade Forme",150,50,60,Steel,Ghost,535
588,492,70,45,4,58,False,Gible,40,45,42,Dragon,Ground,588
284,8,130,111,1,78,False,"Mega Charizard X",130,85,100,Fire,Dragon,8
415,328,85,125,3,50,False,"Mega Sableye",85,115,20,Dark,Ghost,328
511,636,30,50,5,45,False,Gothita,55,65,45,Psychic,,511
788,424,150,140,3,100,True,Groudon,100,90,90,Ground,,424
474,158,90,85,1,90,True,Zapdos,125,90,100,Electric,Flying,158
768,153,115,105,1,60,False,Kabutops,65,70,80,Rock,Water,153
138,753,52,60,6,78,False,Spritzee,63,65,23,Fairy,,138
373,71,50,45,1,55,False,Alakazam,135,95,120,Psychic,,71
283,185,38,38,2,75,False,Chinchou,56,56,67,Water,Electric,185
776,706,105,70,5,79,True,"Thundurus Therian Forme",145,80,101,Electric,Flying,706
179,294,30,30,3,40,False,Lotad,40,50,30,Water,Grass,179
256,540,125,70,4,75,True,Azelf,125,70,115,Psychic,,540
166,640,40,50,5,65,False,Duosion,125,60,30,Psychic,,166
722,45,45,20,1,115,False,Jigglypuff,45,25,20,Normal,Fairy,722
216,335,40,55,3,30,False,Meditite,40,55,60,Fighting,Psychic,216
637,196,75,85,2,90,False,Ampharos,115,90,55,Electric,,196
305,146,65,60,1,130,False,Vaporeon,110,95,65,Water,,146
348,135,83,57,1,65,False,Electabuzz,95,85,105,Electric,,135
512,477,136,94,4,65,False,"Mega Lopunny",54,96,135,Normal,Fighting,477
340,373,78,73,3,110,False,Whiscash,76,71,60,Water,Ground,340
44,196,75,85,2,90,False,Ampharos,115,90,55,Electric,,44
664,743,82,62,6,67,False,Pancham,46,48,43,Fighting,,664
168,411,55,80,3,40,False,Beldum,35,60,30,Steel,Psychic,168
386,404,84,105,3,55,False,Gorebyss,114,75,52,Water,,404
733,695,65,50,5,52,False,Deino,45,50,38,Dark,Dragon,695
371,337,100,85,3,60,False,"Mega Medicham",80,85,100,Fighting,Psychic,337
487,681,85,50,5,45,False,Mienfoo,55,50,65,Fighting,,681
648,697,105,90,5,92,False,Hydreigon,125,90,98,Dark,Dragon,697
662,762,75,90,6,65,False,Dragalge,97,123,44,Poison,Dragon,662
309,457,52,168,4,60,False,Bastiodon,47,138,30,Rock,Steel,309
250,202,75,75,2,90,False,Politoed,90,100,70,Water,,250
208,630,50,62,5,50,False,Trubbish,40,62,65,Poison,,630
251,292,35,55,3,50,False,Cascoon,25,25,15,Bug,,251
411,122,5,5,1,250,False,Chansey,35,105,50,Normal,,411
492,786,85,122,6,55,False,"Gourgeist Small Size",58,75,99,Ghost,Grass,786
